,release_date,movie,distributor,domestic_box_office_to_date,trailer
1986,2009-10-02,Capitalism: A Love Story ,Overture Films,14363397,Play
1987,2009-10-02,Afterschool ,IFC Films,3911, 
1988,2009-10-02,An American Journey ,Lorber Films,8868, 
1989,2009-10-02,Chelsea on the Rocks ,Aliquot Films,11799, 
1990,2009-10-02,Do Knot Disturb ,Big Pictures,213525, 
1991,2009-10-02,Fallen Idol: The Yuri Gagarin Conspiracy ,Indican Pictures,14471, 
1992,2009-10-02,More Than a Game ,Lionsgate,950675,Play
1993,2009-10-02,A Serious Man ,Focus Features,9228788, 
1994,2009-10-07,The Yes Men Fix the World ,Shadow,195037, 
1995,2009-10-09,"5150, Rue des Ormes ",,1053966, 
1996,2009-10-09,Couples Retreat ,Universal,109205660, 
1997,2009-10-09,Adventures of Power ,Variance Films,17738, 
1998,2009-10-09,Bronson ,Magnolia Pictures,104979, 
1999,2009-10-09,The Damned United ,Sony Pictures Classics,449865, 
2000,2009-10-09,An Education ,Sony Pictures Classics,12574914, 
2001,2009-10-09,Free Style ,Samuel Goldwyn Films,141108, 
2002,2009-10-09,From Mexico with Love ,Roadside Attractions,548787, 
2003,2009-10-09,Good Hair ,Roadside Attractions,4157223, 
2004,2009-10-09,Passport to Love ,Variance Films/Everest Films,173828, 
2005,2009-10-09,Peter and Vandy ,Strand,11495, 
2006,2009-10-09,St. Trinianâs ,NeoClassics Films,15000,Play
2007,2009-10-09,Trucker ,Monterey Media,52429, 
2008,2009-10-09,Visual Acoustics ,Arthouse Films,102463, 
2009,2009-10-09,The Wedding Song ,Strand,31160, 
2010,2009-10-16,Law Abiding Citizen ,Overture Films,73357727,Play
2011,2009-10-16,The Stepfather ,Sony Pictures,29062561, 
2012,2009-10-16,Where the Wild Things Are ,Warner Bros.,77233467, 
2013,2009-10-16,I Hope They Serve Beer in Hell ,Freestyle Releasing,1429299, 
2014,2009-10-16,All the Best: Fun Begins ,Yash Raj Films,120713, 
2015,2009-10-16,Black Dynamite ,Apparition,242578, 
2016,2009-10-16,BLUE ,Viva Entertainment,321640, 
2017,2009-10-16,Food Beware ,First Run Features,1181, 
2018,2009-10-16,Janky Promoters ,Third Rail,9069, 
2019,2009-10-16,The Little Traitor ,Westchester Films,402088, 
2020,2009-10-16,The Maid ,Elephant Eye Films,576610, 
2021,2009-10-16,Main Aurr Mrs. Khanna ,UTV Communications,197183, 
2022,2009-10-16,The Ministers ,Maya Releasing,4447, 
2023,2009-10-16,"New York, I Love You ",Vivendi Entertainment,1588087, 
2024,2009-10-16,Opa! ,Cinedigm,55000, 
2025,2009-10-16,Where the Wild Things Are ,Warner Bros.,77233467, 
2026,2009-10-22,Cowboy and Lucky ,Self Distributed,7160, 
2027,2009-10-23,Amelia ,Fox Searchlight,14279575, 
2028,2009-10-23,Astro Boy ,Summit Entertainment,19551067, 
2029,2009-10-23,Saw VI ,Lionsgate,27693292,Play
2030,2009-10-23,Cirque du Freak: The Vampire's Assistant ,Universal,14046595, 
2031,2009-10-23,,,230600, 
2032,2009-10-23,Antichrist ,IFC Films,404122, 
2033,2009-10-23,The Canyon ,Truly Indie,1785, 
2034,2009-10-23,Killing Kasztner ,GR Films,112313, 
2035,2009-10-23,Motherhood ,Freestyle Releasing,93388, 
2036,2009-10-23,Ong-Bak 2 ,Magnolia Pictures,102458, 
2037,2009-10-28,Michael Jackson's This Is It ,Sony Pictures,72091016, 
2038,2009-10-28,Michael Jackson's This Is It ,Sony Pictures,72091016, 
2039,2009-10-30,The Boondock Saints 2: All Saints Day ,Apparition,10273187, 
2040,2009-10-30,Gentlemen Broncos ,Fox Searchlight,115155, 
2041,2009-10-30,"House of the Devil, The ",Magnolia Pictures,101215, 
2042,2009-10-30,London Dreams ,Studio 18,300293, 
2043,2009-10-30,Looking for Palladin ,,7246, 
2044,2009-10-30,The New Year Parade ,,6767, 
2045,2009-10-30,Skin ,Elysian Films,203305, 
2046,2009-10-30,Storm ,Film Movement,22165, 
2047,2009-11-04,La Danse ,Zipporah,567493, 
2048,2009-11-06,The Box ,Warner Bros.,15051977,Play
2049,2009-11-06,Disneyâs A Christmas Carol ,Walt Disney,137855863, 
2050,2009-11-06,The Fourth Kind ,Universal,26218170,Play
2051,2009-11-06,The Men Who Stare at Goats ,Overture Films,32428195,Play
2052,2009-11-06,Ajab Prem Ki Ghazab Kahani ,Viva Entertainment,741238, 
2053,2009-11-06,Collapse ,Vitagraph Films,56436, 
2054,2009-11-06,Endgame ,Monterey Media,9645, 
2055,2009-11-06,Humble Pie ,Monterey Media,3359, 
2056,2009-11-06,The Bicycle Thief ,,361712, 
2057,2009-11-06,The Polar Express ,Warner Bros.,188042855, 
2058,2009-11-06,Precious ,Lionsgate,47566524,Play
2059,2009-11-06,Splinterheads ,Paladin,16392, 
2060,2009-11-06,That Evening Sun ,Freestyle Releasing,281350, 
2061,2009-11-11,Four Seasons Lodge ,,58334, 
2062,2009-11-11,The Good Soldier ,Artistic License,6000, 
2063,2009-11-13,2012 ,Sony Pictures,166112167,Play
2064,2009-11-13,Pirate Radio ,Focus Features,8017467,Play
2065,2009-11-13,Dare ,Image Entertainment,18087, 
2066,2009-11-13,The End of Poverty? ,Cinema Libre,57324, 
2067,2009-11-13,Fantastic Mr. Fox ,20th Century Fox,21002919,Play
2068,2009-11-13,Heer Ranjha: A True Love Story ,Eros Entertainment,, 
2069,2009-11-13,The Messenger ,Oscilloscope Pictures,1109660, 
2070,2009-11-13,Oh My God ,Mitropoulos Films,38245, 
2071,2009-11-13,Tum Mile ,Viva Entertainment,13937, 
2072,2009-11-13,Uncertainty ,IFC Films,36689, 
2073,2009-11-13,William Kunstler: Disturbing the Universe ,Arthouse Films,57769, 
2074,2009-11-13,Women in Trouble ,Screen Media Films,18521, 
2075,2009-11-18,The Sun ,Lorber Films,77303, 
2076,2009-11-19,Twilight ,Summit Entertainment,192769854, 
2077,2009-11-20,The Blind Side ,Warner Bros.,255959475, 
2078,2009-11-20,The Twilight Saga: New Moon ,Summit Entertainment,296623634, 
2079,2009-11-20,Planet 51 ,Sony Pictures,42194060,Play
2080,2009-11-20,Broken Embraces ,Sony Pictures Classics,5014305, 
2081,2009-11-20,Bad Lieutenant: Port of Call New Orleans ,First Look,1702112, 
2082,2009-11-20,Defamation ,First Run Features,12038, 
2083,2009-11-20,Fix ,Mangusta Productions,9890, 
2084,2009-11-20,Kurbaan ,UTV Communications,754269, 
2085,2009-11-20,Mammoth ,IFC Films,9580, 
2086,2009-11-20,The Missing Person ,Strand,17896, 
2087,2009-11-20,Red Cliff ,Magnolia Pictures,627047, 
2088,2009-11-20,Until the Light Takes Us ,Variance Films,130441, 
2089,2009-11-24,Small Change ,New World,38296, 
2090,2009-11-25,Ninja Assassin ,Warner Bros.,38122883,Play
2091,2009-11-25,Old Dogs ,Walt Disney,49492060,Play
2092,2009-11-25,The Road ,Weinstein Co.,8114270,Play
2093,2009-11-25,Fantastic Mr. Fox ,20th Century Fox,21002919,Play
2094,2009-11-25,De Dana Dan ,,944979, 
2095,2009-11-25,Me and Orson Welles ,Freestyle Releasing,1190003, 
2096,2009-11-25,The Princess and the Frog ,Walt Disney,104400899,Play
2097,2009-11-27,"Pour toujours, les Canadiens ",,521544, 
2098,2009-11-27,The Cry of the Owl ,,, 
2099,2009-11-27,Home ,Lorber Films,15922, 
2100,2009-11-27,The Private Lives of Pippa Lee ,Screen Media Films,337356, 
2101,2009-11-30,Disneyâs A Christmas Carol ,Walt Disney,137855863, 
2102,2009-12-02,Made for Each Other ,IFC Films,, 
2103,2009-12-04,Armored ,Sony Pictures,15988876,Play
2104,2009-12-04,Brothers ,Lionsgate,28544157,Play
2105,2009-12-04,Everybody's Fine ,Miramax,9208876, 
2106,2009-12-04,Transylmania ,Full Circle Releasing,397641, 
2107,2009-12-04,One Peace at a Time ,Monterey Media,11698, 
2108,2009-12-04,Paa ,Big Pictures,199228, 
2109,2009-12-04,Serious Moonlight ,Magnolia Pictures,25339, 
2110,2009-12-04,Sleeping and Waking ,Self Distributed,, 
2111,2009-12-04,The Strip ,Truly Indie,5107, 
2112,2009-12-04,Up in the Air ,Paramount Pictures,83823381,Play
2113,2009-12-11,Invictus ,Warner Bros.,37491364,Play
2114,2009-12-11,Larger than Life 3D: The Dave Matthews Band ,,246042, 
2115,2009-12-11,NoÃ©mie: Le secret ,,283459, 
2116,2009-12-11,Rocket Singh: Salesman of the Year ,Yash Raj Films,164649, 
2117,2009-12-11,The Princess and the Frog ,Walt Disney,104400899,Play
2118,2009-12-11,According to Greta ,,, 
2119,2009-12-11,The Lovely Bones ,Paramount Pictures,44114232,Play
2120,2009-12-11,A Single Man ,Weinstein Co.,9176000, 
2121,2009-12-11,The Slammin' Salmon ,Anchor Bay Entertainment,41430, 
2122,2009-12-11,Tenderness ,Lionsgate,, 
2123,2009-12-11,The Vicious Kind ,,, 
2124,2009-12-16,Crazy Heart ,Fox Searchlight,39471742,Play
2125,2009-12-16,Ricky ,IFC Films,3457, 
2126,2009-12-16,A Town Called Panic ,Zeitgeist,165509, 
2127,2009-12-18,Avatar ,20th Century Fox,760507625,Play
2128,2009-12-18,Did You Hear About the Morgans? ,Sony Pictures,29580087,Play
2129,2009-12-18,The Young Victoria ,Apparition,11001272, 
2130,2009-12-18,Nine ,Weinstein Co.,19676965,Play
2131,2009-12-18,Avatar ,20th Century Fox,760507625,Play
2132,2009-12-23,Alvin and the Chipmunks: The Squeakquel ,20th Century Fox,219614612,Play
2133,2009-12-23,3 Idiots ,Big Pictures,6533849, 
2134,2009-12-23,"Police, Adjective ",,53206, 
2135,2009-12-25,Flickan som lekte med elden ,,9081782, 
2136,2009-12-25,Itâs Complicated ,Universal,112735375,Play
2137,2009-12-25,Sherlock Holmes ,Warner Bros.,209028679,Play
2138,2009-12-25,Nine ,Weinstein Co.,19676965,Play
2139,2009-12-25,Up in the Air ,Paramount Pictures,83823381,Play
2140,2009-12-25,The Imaginarium of Doctor Parnassus ,Sony Pictures Classics,7689607,Play
2141,2009-12-25,Sita Sings the Blues ,Self Distributed,29410, 
2142,2009-12-30,Gigante ,Film Movement,6542, 
2143,2009-12-30,The Loss of a Teardrop Diamond ,Paladin,119790, 
2144,2009-12-30,The White Ribbon ,Sony Pictures Classics,2222862, 
2145,2010-01-01,God Send Me a Man ,Phase 4 Films,, 
2146,2010-01-01,Kings of the Evening ,Indican Pictures,98926, 
2147,2010-01-01,Shanghai Red ,Indican Pictures,29566, 
2148,2010-01-06,Stray Dog ,Janus Films,15648, 
2149,2010-01-06,Sweetgrass ,Cinema Guild,207473, 
2150,2010-01-08,Crazy on the Outside ,Freestyle Releasing,88335, 
2151,2010-01-08,Daybreakers ,Lionsgate,30101577,Play
2152,2010-01-08,Leap Year ,Universal,25918920,Play
2153,2010-01-08,Youth in Revolt ,Weinstein/Dimension,15285588,Play
2154,2010-01-08,Bitch Slap ,Freestyle Releasing,17365, 
2155,2010-01-08,Brutal Beauty: Tales of the Rose City Rollers ,Cinema Purgatorio,8927, 
2156,2010-01-08,Dulha Mil Gaya ,Viva Entertainment,67511, 
2157,2010-01-08,In Search of Memory ,Icarus Films,31052, 
2158,2010-01-08,Waiting for Armageddon ,First Run Features,10501, 
2159,2010-01-08,Wonderful World ,Magnolia Pictures,9309, 
2160,2010-01-15,The Book of Eli ,Warner Bros.,94835059,Play
2161,2010-01-15,The Spy Next Door ,Lionsgate,24307106,Play
2162,2010-01-15,The Lovely Bones ,Paramount Pictures,44114232,Play
2163,2010-01-15,44 Inch Chest ,Image Entertainment,39033, 
2164,2010-01-15,Chance Pe Dance ,UTV Communications,168643, 
2165,2010-01-15,Fish Tank ,IFC Films,374675, 
2166,2010-01-15,Glorious Exit ,ArtMattan Productions,245, 
2167,2010-01-15,Hausu ,Janus Films,210400, 
2168,2010-01-15,The Last Station ,Sony Pictures Classics,6617867,Play
2169,2010-01-21,Biutiful ,Roadside Attractions,5101237, 
2170,2010-01-22,Extraordinary Measures ,CBS Films,12482741,Play
2171,2010-01-22,Legion ,Sony Pictures,40168080,Play
2172,2010-01-22,The Tooth Fairy ,20th Century Fox,60022256,Play
2173,2010-01-22,Creation ,Newmarket Films,341323, 
2174,2010-01-22,Drool ,Strand,1403, 
2175,2010-01-22,The Girl on the Train ,Strand,208163, 
2176,2010-01-22,Misconceptions ,Regent Releasing,6892, 
2177,2010-01-22,Murder in Fashion ,Regent Releasing,3346, 
2178,2010-01-22,The Paranoids ,Oscilloscope Pictures,, 
2179,2010-01-22,To Save a Life ,Samuel Goldwyn Films,3777210,Play
2180,2010-01-22,Veer ,Eros Entertainment,527193, 
2181,2010-01-22,Watercolors ,Regent Releasing,6305, 
2182,2010-01-26,The Weathered Underground ,Indican Pictures,140091, 
2183,2010-01-29,Lâaffaire Farewell ,,390157, 
2184,2010-01-29,Edge of Darkness ,Warner Bros.,43313890,Play
2185,2010-01-29,When in Rome ,Walt Disney,32680633,Play
2186,2010-01-29,Falling Awake ,IFC Films,1978, 
2187,2010-01-29,Ishqiya ,Viva Entertainment,91468, 
2188,2010-01-29,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers ,First Run Features,453650, 
2189,2010-01-29,North Face ,Music Box Films,711421, 
2190,2010-01-29,Off and Running ,First Run Features,18262, 
2191,2010-01-29,Preacher's Kid ,Gener8xion Entertainment,514522, 
2192,2010-01-29,Rann ,Studio 18,165873, 
2193,2010-01-29,Saint John of Las Vegas ,IndieVest Pictures,102645, 
2194,2010-01-29,For My Father ,Film Movement,5729, 
2195,2010-01-29,Zombies of Mass Destruction ,After Dark,, 
2196,2010-02-03,Ajami ,Kino International,621859, 
2197,2010-02-05,Dear John ,Sony Pictures,80014842,Play
2198,2010-02-05,From Paris With Love ,Lionsgate,24077427,Play
2199,2010-02-05,District B13 - Ultimatum ,Magnolia Pictures,36136, 
2200,2010-02-05,Eyes Wide Open ,New American Vision,25846, 
2201,2010-02-05,Frozen ,Anchor Bay Entertainment,246177, 
2202,2010-02-05,Terribly Happy ,Oscilloscope Pictures,170943, 
2203,2010-02-05,The Korean ,Indican Pictures,20279, 
2204,2010-02-05,Promised Lands ,The Film Desk,4546, 
2205,2010-02-05,Ran ,Rialto Pictures,2132974, 
2206,2010-02-05,The Red Riding Trilogy ,IFC Films,148826, 
2207,2010-02-05,The Red Riding Trilogy: 1980 ,IFC Films,, 
2208,2010-02-05,The Red Riding Trilogy: 1983 ,IFC Films,151644, 
2209,2010-02-05,Shinjuku Incident ,Barking Cow Distribution,, 
2210,2010-02-05,7 Days ,Seville,1011919, 
2211,2010-02-09,Icarus ,Cinetel,, 
2212,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief ,20th Century Fox,88768303, 
2213,2010-02-12,Valentine's Day ,Warner Bros.,110485654,Play
2214,2010-02-12,The Wolf Man ,Universal,62189884, 
2215,2010-02-12,American Radical: The Trials of Norman Finkelstein ,Typecast Releasing,15451, 
2216,2010-02-12,My Name is Khan ,Fox Searchlight,4046336, 
2217,2010-02-12,October Country ,International Film Circuit,26185, 
2218,2010-02-12,Order of Chaos ,,3054, 
2219,2010-02-12,Videocracy ,Kino International,32790, 
2220,2010-02-17,Lourdes ,Pallisades Tartan,9408, 
2221,2010-02-19,Shutter Island ,Paramount Pictures,128012934,Play
2222,2010-02-19,2010 Oscar Shorts ,Shorts International,1018169, 
2223,2010-02-19,Blood Done Sign My Name ,Paladin,109383, 
2224,2010-02-19,Defendor ,,44462, 
2225,2010-02-19,Dreamkiller ,,15318, 
2226,2010-02-19,The Ghost Writer ,Summit Entertainment,15541549, 
2227,2010-02-19,The Good Guy ,Roadside Attractions,100688, 
2228,2010-02-19,Happy Tears ,Roadside Attractions,22464, 
2229,2010-02-19,The Last New Yorker ,Brink Film,6607, 
2230,2010-02-19,Little Nicolas ,,201857, 
2231,2010-02-19,Phyllis and Harold ,Rainbow Releasing,5992, 
2232,2010-02-26,Cop Out ,Warner Bros.,44875481,Play
2233,2010-02-26,The Crazies ,Overture Films,39123589,Play
2234,2010-02-26,45365 ,Seventh Art Releasing,1909, 
2235,2010-02-26,The Art of the Steal ,IFC Films,544890, 
2236,2010-02-26,La derniere fugue ,United Artists,40249, 
2237,2010-02-26,Formosa Betrayed ,Screen Media Films,225341, 
2238,2010-02-26,Karthik Calling karthik ,Eros Entertainment,286409, 
2239,2010-02-26,Oscar and the Lady in Pink ,,41803, 
2240,2010-02-26,Prodigal Sons ,First Run Features,73544, 
2241,2010-02-26,A Prophet ,Sony Pictures Classics,2087720, 
2242,2010-02-26,Teen Patti ,,63151, 
2243,2010-02-26,Toe to Toe ,Strand,21648, 
2244,2010-02-26,The Yellow Handkerchief ,Samuel Goldwyn Films,318623, 
2245,2010-03-03,Harlan: In the Shadow of Jew Suss ,Zeitgeist,54305, 
2246,2010-03-05,Alice in Wonderland ,Walt Disney,334191110,Play
2247,2010-03-05,Brooklyn's Finest ,Overture Films,27163593,Play
2248,2010-03-05,Atithi Tum Kab Jaoge? ,Viva Entertainment,235847, 
2249,2010-03-05,The Secret of Kells ,GKIDS,690290, 
2250,2010-03-05,Tirez sur le pianiste ,Janus Films,51990, 
2251,2010-03-05,Alice in Wonderland ,Walt Disney,334191110,Play
2252,2010-03-12,Green Zone ,Universal,35497337,Play
2253,2010-03-12,Le hÃ©risson ,,828801, 
2254,2010-03-12,Our Family Wedding ,Fox Searchlight,20255281,Play
2255,2010-03-12,Remember Me ,Summit Entertainment,19068240, 
2256,2010-03-12,She's Out of My League ,Paramount Pictures,32010860,Play
2257,2010-03-12,Children of Invention ,The Kids Are Alright Productions/Variance Films,11183, 
2258,2010-03-12,The Exploding Girl ,Oscilloscope Pictures,25572, 
2259,2010-03-12,The Harimaya Bridge ,Eleven Arts,54473, 
2260,2010-03-12,Mother ,Magnolia Pictures,551509, 
2261,2010-03-12,My Year Without Sex ,Strand,3119, 
2262,2010-03-12,Stolen ,IFC Films,7943, 
2263,2010-03-12,Suicide Girls Must Die ,,, 
2264,2010-03-12,Tales From the Script ,First Run Features,7535, 
2265,2010-03-17,Mid-August Lunch ,Zeitgeist,675299, 
2266,2010-03-19,The Bounty Hunter ,Sony Pictures,67061228,Play
2267,2010-03-19,Diary of a Wimpy Kid ,20th Century Fox,64003625,Play
2268,2010-03-19,Repo Men ,Universal,13942007,Play
2269,2010-03-19,City Island ,Anchor Bay Entertainment,6671283, 
2270,2010-03-19,Greenberg ,Focus Features,4234170,Play
2271,2010-03-19,Kimjongilia ,Kino International,3987, 
2272,2010-03-19,The Lightkeepers ,,, 
2273,2010-03-19,The Girl with the Dragon Tatto ,Music Box Films,12749992, 
2274,2010-03-19,Neil Young: Trunk Show ,,, 
2275,2010-03-19,The Red Baron ,Monterey Media,40789, 
2276,2010-03-19,The Runaways ,Apparition,3573673,Play
2277,2010-03-19,See What I'm Saying: The Deaf Entertainers Documentary ,,, 
2278,2010-03-19,Vincere ,IFC Films,619162, 
2279,2010-03-19,Hubble 3D ,Warner Bros.,52509100,Play
2280,2010-03-26,Hot Tub Time Machine ,MGM,50269859,Play
2281,2010-03-26,How to Train Your Dragon ,Paramount Pictures,217581232,Play
2282,2010-03-26,Bluebeard ,Strand,33490, 
2283,2010-03-26,Ca$h ,Roadside Attractions,46488, 
2284,2010-03-26,Chloe ,Sony Pictures Classics,3075255,Play
2285,2010-03-26,Dancing Across Borders ,First Run Features,66166, 
2286,2010-03-26,Dream Boy ,Regent Releasing,6534, 
2287,2010-03-26,The Eclipse ,Magnolia Pictures,133411, 
2288,2010-03-26,Just Say Love ,Regent Releasing,3944, 
2289,2010-03-26,Lbs. ,Truly Indie,29866, 
2290,2010-03-26,Manuela and Manuel ,Regent Releasing,6291, 
2291,2010-03-26,Prince ,Viva Entertainment,144826, 
2292,2010-03-26,The Terkel in Trouble ,,161507, 
2293,2010-03-26,Waking Sleeping Beauty ,Walt Disney,80741,Play
2294,2010-03-26,How to Train Your Dragon ,Paramount Pictures,217581232,Play
2295,2010-03-31,The Last Song ,Walt Disney,62950384,Play
2296,2010-04-01,Clash of the Titans ,Warner Bros.,163214888,Play
2297,2010-04-02,Why Did I Get Married Too? ,Lionsgate,60095852,Play
2298,2010-04-02,Breaking Upwards ,IFC Films,115592, 
2299,2010-04-02,Breath Made Visible ,Argot Pictures,267281, 
2300,2010-04-02,Don McKay ,,13722, 
2301,2010-04-02,The Greatest ,Paladin,115862, 
2302,2010-04-02,Leaves of Grass ,Telepathic Studios,70066, 
2303,2010-04-02,The Warlords ,,129078, 
2304,2010-04-02,The Thorn in the Heart ,Oscilloscope Pictures,7376, 
2305,2010-04-09,Date Night ,20th Century Fox,98711404,Play
2306,2010-04-09,Letters to God ,Vivendi Entertainment,2848587,Play
2307,2010-04-09,The Runaways ,Apparition,3573673,Play
2308,2010-04-09,After.Life ,,108596, 
2309,2010-04-09,Everyone Else ,Cinema Guild,102042, 
2310,2010-04-09,The Cremaster Cycle ,International Film Circuit,151239, 
2311,2010-04-09,The Human Experience ,,27170, 
2312,2010-04-09,It Came From Kuchar ,,, 
2313,2010-04-09,La Mission ,Screen Media Films,1062941, 
2314,2010-04-09,The Square ,Apparition,406216,Play
2315,2010-04-09,Time for Change ,Mangusta Productions,68339, 
2316,2010-04-09,Valley of the Hearts Delight ,Indican Pictures,118666, 
2317,2010-04-09,When You're Strange: A Film About The Doors ,Abramorama Films,246078, 
2318,2010-04-09,Women Without Men ,,200899, 
2319,2010-04-16,Death at a Funeral ,Sony Pictures,42739347,Play
2320,2010-04-16,Kick-Ass ,Lionsgate,48071303,Play
2321,2010-04-16,The Cartel ,,6569, 
2322,2010-04-16,The City of Your Final Destination ,Hyde Park Films,493296, 
2323,2010-04-16,Exit Through the Gift Shop ,Producers Distribution Agency,3291250, 
2324,2010-04-16,Handsome Harry ,Paladin,22878, 
2325,2010-04-16,The Joneses ,Roadside Attractions,1475746, 
2326,2010-04-16,No One Knows About Persian Cats ,,81768, 
2327,2010-04-16,Nobody's Perfect ,Lorber Films,2122, 
2328,2010-04-16,The Perfect Game ,Slowhand Cinema,1089445,Play
2329,2010-04-16,Phish 3D ,Cinedigm,485913, 
